panel,predictor_value,ols_fitted,ci_low,ci_high,interval
a,-1.0607967463454575,0.0165832347231747,0.0034928266641635,0.029673642782186,95% analytic t CI for mean OLS guide
a,-1.0430155325843444,0.0163295949382617,0.0033993625624265,0.0292598273140969,95% analytic t CI for mean OLS guide
a,-1.0252343188232311,0.0160759551533487,0.0033051748924285,0.0288467354142688,95% analytic t CI for mean OLS guide
a,-1.0074531050621178,0.0158223153684356,0.0032102362103324,0.0284343945265388,95% analytic t CI for mean OLS guide
a,-0.9896718913010044,0.0155686755835226,0.0031145178060672,0.028022833360978,95% analytic t CI for mean OLS guide
a,-0.9718906775398912,0.0153150357986095,0.0030179896395034,0.0276120819577157,95% analytic t CI for mean OLS guide
a,-0.954109463778778,0.0150613960136965,0.002920620273631,0.027202171753762,95% analytic t CI for mean OLS guide
a,-0.9363282500176648,0.0148077562287835,0.0028223768046735,0.0267931356528934,95% analytic t CI for mean OLS guide
a,-0.9185470362565517,0.0145541164438704,0.0027232247890907,0.0263850080986501,95% analytic t CI for mean OLS guide
a,-0.9007658224954382,0.0143004766589574,0.0026231281674404,0.0259778251504744,95% analytic t CI for mean OLS guide
a,-0.8829846087343249,0.0140468368740443,0.00252204918509,0.0255716245629987,95% analytic t CI for mean OLS guide
a,-0.8652033949732119,0.0137931970891313,0.0024199483098003,0.0251664458684623,95% analytic t CI for mean OLS guide
a,-0.8474221812120986,0.0135395573042183,0.0023167841462338,0.0247623304622027,95% analytic t CI for mean OLS guide
a,-0.8296409674509853,0.0132859175193052,0.0022125133474826,0.0243593216911279,95% analytic t CI for mean OLS guide
a,-0.811859753689872,0.0130322777343922,0.0021070905237563,0.0239574649450281,95% analytic t CI for mean OLS guide
a,-0.7940785399287587,0.0127786379494791,0.0020004681484282,0.0235568077505301,95% analytic t CI for mean OLS guide
a,-0.7762973261676456,0.0125249981645661,0.0018925964617017,0.0231573998674305,95% analytic t CI for mean OLS guide
a,-0.7585161124065323,0.0122713583796531,0.0017834233722362,0.0227592933870699,95% analytic t CI for mean OLS guide
a,-0.740734898645419,0.01201771859474,0.0016728943571578,0.0223625428323222,95% analytic t CI for mean OLS guide
a,-0.7229536848843057,0.011764078809827,0.0015609523609841,0.0219672052586698,95% analytic t CI for mean OLS guide
a,-0.7051724711231924,0.0115104390249139,0.0014475376941035,0.0215733403557244,95% analytic t CI for mean OLS guide
a,-0.6873912573620793,0.0112567992400009,0.0013325879315836,0.0211810105484182,95% analytic t CI for mean OLS guide
a,-0.669610043600966,0.0110031594550879,0.0012160378132286,0.0207902810969471,95% analytic t CI for mean OLS guide
a,-0.6518288298398527,0.0107495196701748,0.0010978191459707,0.020401220194379,95% analytic t CI for mean OLS guide
a,-0.6340476160787394,0.0104958798852618,0.0009778607098641,0.0200138990606594,95% analytic t CI for mean OLS guide
a,-0.6162664023176261,0.0102422401003487,0.0008560881691528,0.0196283920315447,95% analytic t CI for mean OLS guide
a,-0.598485188556513,0.0099886003154357,0.0007324239901009,0.0192447766407705,95% analytic t CI for mean OLS guide
a,-0.5807039747953997,0.0097349605305227,0.0006067873675165,0.0188631336935289,95% analytic t CI for mean OLS guide
a,-0.5629227610342864,0.0094813207456096,0.0004790941621524,0.0184835473290669,95% analytic t CI for mean OLS guide
a,-0.5451415472731731,0.0092276809606966,0.0003492568514346,0.0181061050699586,95% analytic t CI for mean OLS guide
a,-0.5273603335120598,0.0089740411757836,0.0002171844962504,0.0177308978553167,95% analytic t CI for mean OLS guide
a,-0.5095791197509467,0.0087204013908705,8.278272680659234e-05,0.0173580200549345,95% analytic t CI for mean OLS guide
a,-0.4917979059898334,0.0084667616059575,-5.404624914804971e-05,0.0169875694610631,95% analytic t CI for mean OLS guide
a,-0.4740166922287201,0.0082131218210444,-0.0001934036121777,0.0166196472542667,95% analytic t CI for mean OLS guide
a,-0.4562354784676068,0.0079594820361314,-0.0003353938672885,0.0162543579395514,95% analytic t CI for mean OLS guide
a,-0.4384542647064937,0.0077058422512184,-0.0004801247463209,0.0158918092487577,95% analytic t CI for mean OLS guide
a,-0.4206730509453804,0.0074522024663053,-0.0006277070724462,0.015532112005057,95% analytic t CI for mean OLS guide
a,-0.4028918371842671,0.0071985626813923,-0.0007782545825267,0.0151753799453114,95% analytic t CI for mean OLS guide
a,-0.3851106234231538,0.0069449228964792,-0.0009318837031172,0.0148217294960757,95% analytic t CI for mean OLS guide
a,-0.3673294096620405,0.0066912831115662,-0.0010887132760213,0.0144712794991538,95% analytic t CI for mean OLS guide
a,-0.3495481959009274,0.0064376433266532,-0.0012488642295941,0.0141241508829005,95% analytic t CI for mean OLS guide
a,-0.3317669821398141,0.0061840035417401,-0.0014124591924249,0.0137804662759053,95% analytic t CI for mean OLS guide
a,-0.3139857683787008,0.0059303637568271,-0.0015796220466756,0.0134403495603299,95% analytic t CI for mean OLS guide
a,-0.2962045546175875,0.005676723971914,-0.0017504774191892,0.0131039253630174,95% analytic t CI for mean OLS guide
a,-0.2784233408564742,0.005423084187001,-0.001925150109559,0.0127713184835611,95% analytic t CI for mean OLS guide
a,-0.2606421270953611,0.005169444402088,-0.0021037644556458,0.0124426532598219,95% analytic t CI for mean OLS guide
a,-0.2428609133342478,0.0049158046171749,-0.0022864436385599,0.0121180528729098,95% analytic t CI for mean OLS guide
a,-0.2250796995731345,0.0046621648322619,-0.0024733089308595,0.0117976385953834,95% analytic t CI for mean OLS guide
a,-0.2072984858120212,0.0044085250473488,-0.0026644788936293,0.0114815289883271,95% analytic t CI for mean OLS guide
a,-0.1895172720509079,0.0041548852624358,-0.0028600685301371,0.0111698390550089,95% analytic t CI for mean OLS guide
a,-0.1717360582897948,0.0039012454775228,-0.0030601884058604,0.010862679360906,95% analytic t CI for mean OLS guide
a,-0.1539548445286815,0.0036476056926097,-0.0032649437467388,0.0105601551319584,95% analytic t CI for mean OLS guide
a,-0.1361736307675682,0.0033939659076967,-0.003474433529443,0.0102623653448365,95% analytic t CI for mean OLS guide
a,-0.1183924170064552,0.0031403261227837,-0.0036887495791475,0.0099694018247149,95% analytic t CI for mean OLS guide
a,-0.1006112032453416,0.0028866863378706,-0.0039079756916384,0.0096813483673798,95% analytic t CI for mean OLS guide
a,-0.0828299894842286,0.0026330465529576,-0.0041321867974701,0.0093982799033854,95% analytic t CI for mean OLS guide
a,-0.065048775723115,0.0023794067680445,-0.0043614481862003,0.0091202617222894,95% analytic t CI for mean OLS guide
a,-0.0472675619620019,0.0021257669831315,-0.0045958148084214,0.0088473487746845,95% analytic t CI for mean OLS guide
a,-0.0294863482008889,0.0018721271982185,-0.0048353306723049,0.0085795850687419,95% analytic t CI for mean OLS guide
a,-0.0117051344397753,0.0016184874133054,-0.0050800283496899,0.0083170031763008,95% analytic t CI for mean OLS guide
a,0.0060760793213376,0.0013648476283924,-0.0053299286044095,0.0080596238611944,95% analytic t CI for mean OLS guide
a,0.0238572930824512,0.0011112078434793,-0.0055850401526318,0.0078074558395906,95% analytic t CI for mean OLS guide
a,0.0416385068435642,0.0008575680585663,-0.005845359561623,0.0075604956787557,95% analytic t CI for mean OLS guide
a,0.0594197206046773,0.0006039282736533,-0.006110871289663,0.0073187278369696,95% analytic t CI for mean OLS guide
a,0.0772009343657909,0.0003502884887402,-0.0063815478660346,0.0070821248435152,95% analytic t CI for mean OLS guide
a,0.0949821481269039,9.664870382723496e-05,-0.0066573502062531,0.0068506476139076,95% analytic t CI for mean OLS guide
a,0.1127633618880175,-0.0001569910810858,-0.0069382280541759,0.0066242458920043,95% analytic t CI for mean OLS guide
a,0.1305445756491305,-0.0004106308659988,-0.0072241205395057,0.006402858807508,95% analytic t CI for mean OLS guide
a,0.1483257894102436,-0.0006642706509118,-0.0075149568365946,0.0061864155347709,95% analytic t CI for mean OLS guide
a,0.1661070031713571,-0.0009179104358249,-0.0078106569084849,0.005974836036835,95% analytic t CI for mean OLS guide
a,0.1838882169324702,-0.0011715502207379,-0.0081111323188163,0.0057680318773403,95% analytic t CI for mean OLS guide
a,0.2016694306935837,-0.001425190005651,-0.0084162870936274,0.0055659070823254,95% analytic t CI for mean OLS guide
a,0.2194506444546968,-0.001678829790564,-0.0087260186151236,0.0053683590339955,95% analytic t CI for mean OLS guide
a,0.2372318582158099,-0.001932469575477,-0.0090402185301338,0.0051752793791796,95% analytic t CI for mean OLS guide
a,0.2550130719769234,-0.0021861093603901,-0.0093587736571344,0.0049865549363542,95% analytic t CI for mean OLS guide
a,0.2727942857380365,-0.0024397491453031,-0.0096815668772747,0.0048020685866684,95% analytic t CI for mean OLS guide
a,0.29057549949915,-0.0026933889302161,-0.0100084779966833,0.0046217001362509,95% analytic t CI for mean OLS guide
a,0.3083567132602631,-0.0029470287151292,-0.0103393845693571,0.0044453271390986,95% analytic t CI for mean OLS guide
a,0.3261379270213762,-0.0032006685000422,-0.0106741626720256,0.004272825671941,95% analytic t CI for mean OLS guide
a,0.3439191407824897,-0.0034543082849553,-0.0110126876244527,0.004104071054542,95% analytic t CI for mean OLS guide
a,0.3617003545436028,-0.0037079480698683,-0.0113548346506117,0.003938938510875,95% analytic t CI for mean OLS guide
a,0.3794815683047163,-0.0039615878547813,-0.0117004794779861,0.0037773037684233,95% analytic t CI for mean OLS guide
a,0.3972627820658294,-0.0042152276396944,-0.0120494988738682,0.0036190435944794,95% analytic t CI for mean OLS guide
a,0.4150439958269425,-0.0044688674246074,-0.0124017711189327,0.0034640362697178,95% analytic t CI for mean OLS guide
a,0.432825209588056,-0.0047225072095205,-0.0127571764195264,0.0033121620004854,95% analytic t CI for mean OLS guide
a,0.4506064233491691,-0.0049761469944335,-0.0131155972610631,0.003163303272196,95% analytic t CI for mean OLS guide
a,0.4683876371102826,-0.0052297867793465,-0.0134769187056343,0.0030173451469412,95% analytic t CI for mean OLS guide
a,0.4861688508713957,-0.0054834265642596,-0.0138410286374739,0.0028741755089546,95% analytic t CI for mean OLS guide
a,0.5039500646325088,-0.0057370663491726,-0.0142078179602599,0.0027336852619146,95% analytic t CI for mean OLS guide
a,0.5217312783936223,-0.0059907061340857,-0.0145771807504355,0.0025957684822641,95% analytic t CI for mean OLS guide
a,0.5395124921547354,-0.0062443459189987,-0.0149490143707919,0.0024603225327944,95% analytic t CI for mean OLS guide
a,0.5572937059158489,-0.0064979857039117,-0.0153232195485194,0.0023272481406958,95% analytic t CI for mean OLS guide
a,0.575074919676962,-0.0067516254888248,-0.0156997004218098,0.0021964494441601,95% analytic t CI for mean OLS guide
a,0.5928561334380751,-0.0070052652737378,-0.0160783645589083,0.0020678340114326,95% analytic t CI for mean OLS guide
a,0.6106373471991886,-0.0072589050586509,-0.0164591229532852,0.0019413128359834,95% analytic t CI for mean OLS guide
a,0.6284185609603017,-0.0075125448435639,-0.0168418899983365,0.0018168003112086,95% analytic t CI for mean OLS guide
a,0.6461997747214152,-0.0077661846284769,-0.0172265834447504,0.0016942141877964,95% analytic t CI for mean OLS guide
a,0.6639809884825283,-0.00801982441339,-0.0176131243433911,0.0015734755166111,95% analytic t CI for mean OLS guide
a,0.6817622022436414,-0.008273464198303,-0.0180014369762723,0.0014545085796662,95% analytic t CI for mean OLS guide
a,0.6995434160047549,-0.0085271039832161,-0.0183914487779201,0.0013372408114879,95% analytic t CI for mean OLS guide
a,0.717324629765868,-0.0087807437681291,-0.0187830902491624,0.0012216027129041,95% analytic t CI for mean OLS guide
a,0.7351058435269815,-0.0090343835530421,-0.0191762948651378,0.0011075277590535,95% analytic t CI for mean OLS guide
a,0.7528870572880946,-0.0092880233379552,-0.019570998979088,0.0009949523031776,95% analytic t CI for mean OLS guide
a,0.7706682710492077,-0.0095416631228682,-0.0199671417232869,0.0008838154775504,95% analytic t CI for mean OLS guide
a,0.7884494848103212,-0.0097953029077812,-0.0203646649082705,0.0007740590927079,95% analytic t CI for mean OLS guide
a,0.8062306985714343,-0.0100489426926943,-0.0207635129213561,0.0006656275359674,95% analytic t CI for mean OLS guide
a,0.8240119123325478,-0.0103025824776073,-0.0211636326252867,0.000558467670072,95% analytic t CI for mean OLS guide
a,0.8417931260936609,-0.0105562222625204,-0.0215649732576982,0.0004525287326574,95% analytic t CI for mean OLS guide
a,0.8595743398547739,-0.0108098620474334,-0.0219674863319839,0.000347762237117,95% analytic t CI for mean OLS guide
a,0.8773555536158875,-0.0110635018323464,-0.0223711255400268,0.0002441218753338,95% analytic t CI for mean OLS guide
a,0.8951367673770005,-0.0113171416172595,-0.022775846657173,0.000141563422654,95% analytic t CI for mean OLS guide
a,0.912917981138114,-0.0115707814021725,-0.0231816074497423,4.004464539724903e-05,95% analytic t CI for mean OLS guide
a,0.9306991948992271,-0.0118244211870856,-0.0235883675852996,-6.047478887158397e-05,95% analytic t CI for mean OLS guide
a,0.9484804086603402,-0.0120780609719986,-0.0239960885458516,-0.0001600333981456,95% analytic t CI for mean OLS guide
a,0.9662616224214536,-0.0123317007569116,-0.0244047335440836,-0.0002586679697397,95% analytic t CI for mean OLS guide
a,0.9840428361825668,-0.0125853405418247,-0.0248142674427052,-0.0003564136409441,95% analytic t CI for mean OLS guide
a,1.0018240499436804,-0.0128389803267377,-0.0252246566769404,-0.000453303976535,95% analytic t CI for mean OLS guide
a,1.0196052637047934,-0.0130926201116508,-0.0256358691801658,-0.0005493710431357,95% analytic t CI for mean OLS guide
a,1.0373864774659065,-0.0133462598965638,-0.0260478743126755,-0.0006446454804521,95% analytic t CI for mean OLS guide
a,1.05516769122702,-0.0135998996814768,-0.0264606427935326,-0.000739156569421,95% analytic t CI for mean OLS guide
a,1.0729489049881331,-0.0138535394663899,-0.0268741466354487,-0.0008329322973311,95% analytic t CI for mean OLS guide
a,1.0907301187492466,-0.0141071792513029,-0.0272883590826208,-0.000925999419985,95% analytic t CI for mean OLS guide
a,1.1085113325103595,-0.014360819036216,-0.0277032545514463,-0.0010183835209856,95% analytic t CI for mean OLS guide
a,1.1262925462714728,-0.014614458821129,-0.0281188085740256,-0.0011101090682324,95% analytic t CI for mean OLS guide
a,1.1440737600325863,-0.014868098606042,-0.0285349977443608,-0.0012011994677233,95% analytic t CI for mean OLS guide
a,1.1618549737936994,-0.0151217383909551,-0.0289517996671511,-0.001291677114759,95% analytic t CI for mean OLS guide
a,1.179636187554813,-0.0153753781758681,-0.0293691929090865,-0.0013815634426497,95% analytic t CI for mean OLS guide
a,1.197417401315926,-0.0156290179607811,-0.0297871569525372,-0.0014708789690251,95% analytic t CI for mean OLS guide
a,1.215198615077039,-0.0158826577456942,-0.03020567215154,-0.0015596433398484,95% analytic t CI for mean OLS guide
a,1.2329798288381526,-0.0161362975306072,-0.0306247196899796,-0.0016478753712349,95% analytic t CI for mean OLS guide
a,1.2507610425992657,-0.0163899373155203,-0.0310442815418668,-0.0017355930891737,95% analytic t CI for mean OLS guide
a,1.2685422563603788,-0.0166435771004333,-0.0314643404336177,-0.0018228137672489,95% analytic t CI for mean OLS guide
a,1.2863234701214925,-0.0168972168853463,-0.0318848798082377,-0.001909553962455,95% analytic t CI for mean OLS guide
a,1.3041046838826054,-0.0171508566702594,-0.0323058837913206,-0.0019958295491982,95% analytic t CI for mean OLS guide
a,1.3218858976437189,-0.0174044964551724,-0.0327273371587734,-0.0020816557515714,95% analytic t CI for mean OLS guide
a,1.339667111404832,-0.0176581362400855,-0.0331492253061809,-0.00216704717399,95% analytic t CI for mean OLS guide
a,1.357448325165945,-0.0179117760249985,-0.0335715342197285,-0.0022520178302685,95% analytic t CI for mean OLS guide
a,1.3752295389270586,-0.0181654158099115,-0.0339942504486039,-0.0023365811712192,95% analytic t CI for mean OLS guide
a,1.393010752688172,-0.0184190555948246,-0.034417361078802,-0.0024207501108472,95% analytic t CI for mean OLS guide
b,-3.0,-0.0498278808779126,-0.0711118980138022,-0.028543863742023,95% analytic t CI for mean OLS guide
b,-2.969849246231156,-0.0495815443719604,-0.0707213973427028,-0.028441691401218,95% analytic t CI for mean OLS guide
b,-2.9396984924623117,-0.0493352078660082,-0.0703310253078226,-0.0283393904241938,95% analytic t CI for mean OLS guide
b,-2.909547738693467,-0.049088871360056,-0.0699407845748431,-0.0282369581452689,95% analytic t CI for mean OLS guide
b,-2.879396984924623,-0.0488425348541037,-0.0695506778810787,-0.0281343918271288,95% analytic t CI for mean OLS guide
b,-2.849246231155779,-0.0485961983481515,-0.0691607080378066,-0.0280316886584965,95% analytic t CI for mean OLS guide
b,-2.819095477386935,-0.0483498618421993,-0.0687708779326833,-0.0279288457517154,95% analytic t CI for mean OLS guide
b,-2.78894472361809,-0.0481035253362471,-0.0683811905322532,-0.027825860140241,95% analytic t CI for mean OLS guide
b,-2.758793969849246,-0.0478571888302949,-0.0679916488845515,-0.0277227287760383,95% analytic t CI for mean OLS guide
b,-2.728643216080402,-0.0476108523243427,-0.0676022561218056,-0.0276194485268798,95% analytic t CI for mean OLS guide
b,-2.698492462311558,-0.0473645158183905,-0.0672130154632403,-0.0275160161735407,95% analytic t CI for mean OLS guide
b,-2.6683417085427137,-0.0471181793124383,-0.066823930217989,-0.0274124284068876,95% analytic t CI for mean OLS guide
b,-2.6381909547738696,-0.0468718428064861,-0.066435003788118,-0.0273086818248541,95% analytic t CI for mean OLS guide
b,-2.608040201005025,-0.0466255063005339,-0.0660462396717664,-0.0272047729293013,95% analytic t CI for mean OLS guide
b,-2.577889447236181,-0.0463791697945816,-0.0656576414664074,-0.0271006981227559,95% analytic t CI for mean OLS guide
b,-2.5477386934673367,-0.0461328332886294,-0.0652692128722366,-0.0269964537050223,95% analytic t CI for mean OLS guide
b,-2.5175879396984926,-0.0458864967826772,-0.0648809576956916,-0.0268920358696629,95% analytic t CI for mean OLS guide
b,-2.4874371859296485,-0.045640160276725,-0.0644928798531094,-0.0267874407003406,95% analytic t CI for mean OLS guide
b,-2.457286432160804,-0.0453938237707728,-0.0641049833745272,-0.0266826641670184,95% analytic t CI for mean OLS guide
b,-2.42713567839196,-0.0451474872648206,-0.0637172724076319,-0.0265777021220093,95% analytic t CI for mean OLS guide
b,-2.3969849246231156,-0.0449011507588684,-0.0633297512218662,-0.0264725502958705,95% analytic t CI for mean OLS guide
b,-2.3668341708542715,-0.0446548142529162,-0.0629424242126966,-0.0263672042931357,95% analytic t CI for mean OLS guide
b,-2.3366834170854274,-0.044408477746964,-0.0625552959060501,-0.0262616595878778,95% analytic t CI for mean OLS guide
b,-2.306532663316583,-0.0441621412410117,-0.0621683709629286,-0.0261559115190949,95% analytic t CI for mean OLS guide
b,-2.2763819095477387,-0.0439158047350595,-0.0617816541842061,-0.026049955285913,95% analytic t CI for mean OLS guide
b,-2.2462311557788945,-0.0436694682291073,-0.0613951505156182,-0.0259437859425965,95% analytic t CI for mean OLS guide
b,-2.2160804020100504,-0.0434231317231551,-0.0610088650529512,-0.025837398393359,95% analytic t CI for mean OLS guide
b,-2.1859296482412063,-0.0431767952172029,-0.0606228030474403,-0.0257307873869656,95% analytic t CI for mean OLS guide
b,-2.1557788944723617,-0.0429304587112507,-0.0602369699113837,-0.0256239475111177,95% analytic t CI for mean OLS guide
b,-2.1256281407035176,-0.0426841222052985,-0.0598513712239846,-0.0255168731866124,95% analytic t CI for mean OLS guide
b,-2.0954773869346734,-0.0424377856993463,-0.0594660127374279,-0.0254095586612647,95% analytic t CI for mean OLS guide
b,-2.0653266331658293,-0.0421914491933941,-0.0590809003832034,-0.0253019980035847,95% analytic t CI for mean OLS guide
b,-2.035175879396985,-0.0419451126874419,-0.0586960402786852,-0.0251941850961985,95% analytic t CI for mean OLS guide
b,-2.0050251256281406,-0.0416987761814897,-0.0583114387339773,-0.025086113629002,95% analytic t CI for mean OLS guide
b,-1.9748743718592965,-0.0414524396755374,-0.0579271022590381,-0.0249777770920368,95% analytic t CI for mean OLS guide
b,-1.9447236180904524,-0.0412061031695852,-0.0575430375710938,-0.0248691687680767,95% analytic t CI for mean OLS guide
b,-1.914572864321608,-0.040959766663633,-0.057159251602353,-0.024760281724913,95% analytic t CI for mean OLS guide
b,-1.884422110552764,-0.0407134301576808,-0.0567757515080356,-0.0246511088073261,95% analytic t CI for mean OLS guide
b,-1.8542713567839195,-0.0404670936517286,-0.0563925446747274,-0.0245416426287298,95% analytic t CI for mean OLS guide
b,-1.8241206030150752,-0.0402207571457764,-0.056009638729075,-0.0244318755624777,95% analytic t CI for mean OLS guide
b,-1.7939698492462313,-0.0399744206398242,-0.0556270415468335,-0.0243217997328148,95% analytic t CI for mean OLS guide
b,-1.763819095477387,-0.039728084133872,-0.055244761262281,-0.024211407005463,95% analytic t CI for mean OLS guide
b,-1.7336683417085428,-0.0394817476279198,-0.0548628062780146,-0.0241006889778249,95% analytic t CI for mean OLS guide
b,-1.7035175879396989,-0.0392354111219676,-0.0544811852751436,-0.0239896369687915,95% analytic t CI for mean OLS guide
b,-1.6733668341708543,-0.0389890746160153,-0.054099907223892,-0.0238782420081387,95% analytic t CI for mean OLS guide
b,-1.6432160804020102,-0.0387427381100631,-0.0537189813946292,-0.0237664948254971,95% analytic t CI for mean OLS guide
