panel,group_id,group_label,trial_within_subcategory,trial_c,observed_mean,participant_sd,n_participants,sem,t_critical,ci_low,ci_high
a,low,Observed low Flow group (n=52),10,0.5,0.0477403846153846,0.924788961036382,52,0.1282451545384517,2.0075837703158355,-0.2097225062576573,0.3052032754884265
a,low,Observed low Flow group (n=52),11,1.5,-0.0698557692307692,0.8703639667816824,52,0.120697765790292,2.0075837703158355,-0.3121666449447413,0.1724551064832029
a,low,Observed low Flow group (n=52),12,2.5,0.122451923076923,0.8150967539081011,52,0.1130335823338427,2.0075837703158355,-0.1044724623171583,0.3493763084710045
a,low,Observed low Flow group (n=52),13,3.5,-0.0228846153846153,0.7416342884453822,52,0.1028461713320029,2.0075837703158355,-0.2293569197898662,0.1835876890206354
a,low,Observed low Flow group (n=52),14,4.5,0.2898557692307692,0.9538025566252624,52,0.1322686163300395,2.0075837703158355,0.0243154417644497,0.5553960966970888
a,low,Observed low Flow group (n=52),15,5.5,0.2892307692307692,0.9089971767117788,52,0.1260552280725507,2.0075837703158355,0.0361643391888552,0.5422971992726833
a,low,Observed low Flow group (n=52),16,6.5,0.0697596153846153,0.6915773494685091,52,0.0959045228637764,2.0075837703158355,-0.1227767482165862,0.2622959789858169
a,low,Observed low Flow group (n=52),17,7.5,0.2588461538461538,0.953488237475704,52,0.1322250281065552,2.0075837703158355,-0.0066066666101216,0.5242989743024293
a,low,Observed low Flow group (n=52),18,8.5,-0.0182211538461538,0.9519886740009534,52,0.1320170760681311,2.0075837703158355,-0.283256493165085,0.2468141854727773
b,high,Observed scores +2 to +3 (n=69),1,-8.5,-0.0669565217391304,0.9584762982245894,69,0.1153869868242573,1.9954689314298435,-0.2972076690382406,0.1632946255599798
b,high,Observed scores +2 to +3 (n=69),2,-7.5,0.0158695652173912,1.127855675125609,69,0.1357778676076226,1.9954689314298435,-0.2550709511694142,0.2868100816041968
b,high,Observed scores +2 to +3 (n=69),3,-6.5,-0.1300724637681159,1.0401625978499225,69,0.1252208616900727,1.9954689314298435,-0.3799468028375297,0.1198018753012978
b,high,Observed scores +2 to +3 (n=69),4,-5.5,-0.3998550724637681,0.974989902291034,69,0.1173749911373168,1.9954689314298435,-0.6340732206051373,-0.165636924322399
b,high,Observed scores +2 to +3 (n=69),5,-4.5,-0.2909782608695652,1.117255222023199,69,0.1345017230177932,1.9954689314298435,-0.5593722703753541,-0.0225842513637764
b,high,Observed scores +2 to +3 (n=69),6,-3.5,-0.2378623188405797,1.0836990095340733,69,0.1304620297509625,1.9954689314298435,-0.4981952459399014,0.0224706082587419
b,high,Observed scores +2 to +3 (n=69),7,-2.5,-0.4359057971014493,1.0387306637096092,69,0.1250484770770285,1.9954689314298435,-0.6854361480312767,-0.1863754461716218
b,high,Observed scores +2 to +3 (n=69),8,-1.5,-0.2848550724637681,1.0358596071601356,69,0.1247028424850626,1.9954689314298435,-0.5336957203037003,-0.0360144246238359
b,high,Observed scores +2 to +3 (n=69),9,-0.5,-0.2622463768115942,1.147748526922538,69,0.1381726855415047,1.9954689314298435,-0.5379656779818924,0.013472924358704
b,high,Observed scores +2 to +3 (n=69),10,0.5,-0.3497826086956522,1.0329229068317736,69,0.1243493053107755,1.9954689314298435,-0.5979177840881889,-0.1016474333031154
b,high,Observed scores +2 to +3 (n=69),11,1.5,-0.3725724637681159,0.9904164835301624,69,0.1192321332799862,1.9954689314298435,-0.6104964813564309,-0.1346484461798009
b,high,Observed scores +2 to +3 (n=69),12,2.5,-0.2894927536231884,0.97542991838574,69,0.1174279628502495,1.9954689314298435,-0.5238166051719593,-0.0551689020744175
b,high,Observed scores +2 to +3 (n=69),13,3.5,-0.3628623188405797,1.0967236698325673,69,0.132030014592149,1.9954689314298435,-0.6263241109754422,-0.0994005267057173
b,high,Observed scores +2 to +3 (n=69),14,4.5,-0.256195652173913,1.2371307090620407,69,0.1489330357890363,1.9954689314298435,-0.553386897954464,0.0409955936066379
b,high,Observed scores +2 to +3 (n=69),15,5.5,-0.116231884057971,1.1276398458327166,69,0.1357518848140768,1.9954689314298435,-0.3871205525875041,0.1546567844715621
b,high,Observed scores +2 to +3 (n=69),16,6.5,-0.1246376811594202,1.0376830344714314,69,0.1249223573374729,1.9954689314298435,-0.3739163640673245,0.1246410017484839
b,high,Observed scores +2 to +3 (n=69),17,7.5,-0.3284782608695652,1.144988538456578,69,0.1378404219755232,1.9954689314298435,-0.6035345404169012,-0.0534219813222291
b,high,Observed scores +2 to +3 (n=69),18,8.5,-0.352427536231884,1.1896584077056418,69,0.1432180422923015,1.9954689314298435,-0.6382146900463771,-0.066640382417391
b,low,Observed scores -3 to +1 (n=84),1,-8.5,0.024047619047619,0.9783464277263272,84,0.1067463466891794,1.9889597801751624,-0.1882665711977929,0.236361809293031
b,low,Observed scores -3 to +1 (n=84),2,-7.5,0.0683630952380952,1.0580821686473985,84,0.1154462292692793,1.9889597801751624,-0.161254811551382,0.2979810020275725
b,low,Observed scores -3 to +1 (n=84),3,-6.5,-0.2244940476190476,0.9852672852876616,84,0.1075014741570085,1.9889597801751624,-0.4383101560268773,-0.0106779392112179
b,low,Observed scores -3 to +1 (n=84),4,-5.5,-0.160297619047619,0.8589226409443361,84,0.0937161432913999,1.9889597801751624,-0.3466952588073458,0.0261000207121077
b,low,Observed scores -3 to +1 (n=84),5,-4.5,-0.2783333333333334,0.9592591215354668,84,0.1046637508455505,1.9889597801751624,-0.4865053242074074,-0.0701613424592593
b,low,Observed scores -3 to +1 (n=84),6,-3.5,-0.393125,0.926558104456345,84,0.1010957773677619,1.9889597801751624,-0.594200435130021,-0.1920495648699791
b,low,Observed scores -3 to +1 (n=84),7,-2.5,-0.2837797619047619,1.0328668499988023,84,0.1126950124507169,1.9889597801751624,-0.507925609095577,-0.0596339147139467
b,low,Observed scores -3 to +1 (n=84),8,-1.5,-0.3959523809523809,0.924471593192981,84,0.1008681203248394,1.9889597801751624,-0.5965750153803555,-0.1953297465244064
b,low,Observed scores -3 to +1 (n=84),9,-0.5,-0.444047619047619,1.0587361686527668,84,0.1155175865199722,1.9889597801751624,-0.6738074525387484,-0.2142877855564896
b,low,Observed scores -3 to +1 (n=84),10,0.5,-0.5229761904761905,0.9900449116767984,84,0.1080227559324951,1.9889597801751624,-0.7378291073696013,-0.3081232735827797
b,low,Observed scores -3 to +1 (n=84),11,1.5,-0.4897321428571429,0.8477399096990527,84,0.0924960072816889,1.9889597801751624,-0.6737029811672113,-0.3057613045470745
b,low,Observed scores -3 to +1 (n=84),12,2.5,-0.4873809523809523,0.9896016529089096,84,0.1079743924359165,1.9889597801751624,-0.7021376762248396,-0.2726242285370651
b,low,Observed scores -3 to +1 (n=84),13,3.5,-0.3721130952380952,0.9850990328516438,84,0.1074831163112011,1.9889597801751624,-0.5858926906289632,-0.1583334998472272
b,low,Observed scores -3 to +1 (n=84),14,4.5,-0.3869047619047619,1.020905325479062,84,0.111389903128365,1.9889597801751624,-0.6084547991446874,-0.1653547246648364
b,low,Observed scores -3 to +1 (n=84),15,5.5,-0.4877083333333333,1.0130072140477833,84,0.1105281485216738,1.9889597801751624,-0.7075443753201693,-0.2678722913464973
b,low,Observed scores -3 to +1 (n=84),16,6.5,-0.6121130952380953,1.0531710216820371,84,0.1149103792045693,1.9889597801751624,-0.8406652178006602,-0.3835609726755304
b,low,Observed scores -3 to +1 (n=84),17,7.5,-0.3469642857142857,0.9582790070410748,84,0.1045568115869725,1.9889597801751624,-0.5549235787041265,-0.1390049927244449
b,low,Observed scores -3 to +1 (n=84),18,8.5,-0.4628273809523809,1.0022293508228988,84,0.1093521872345806,1.9889597801751624,-0.6803244832361456,-0.2453302786686162
c,high,Observed scores +1 to +3 (n=80),1,-8.5,-0.0180312499999999,0.9284204373583916,80,0.1038005604816724,1.990450210230128,-0.22464109743275,0.18857859743275
c,high,Observed scores +1 to +3 (n=80),2,-7.5,0.0499374999999999,1.0429561029847634,80,0.1166060371911101,1.990450210230128,-0.1821610112411472,0.2820360112411472
c,high,Observed scores +1 to +3 (n=80),3,-6.5,-0.17565625,1.0228022706127364,80,0.1143527702315607,1.990450210230128,-0.4032697455478076,0.0519572455478075
c,high,Observed scores +1 to +3 (n=80),4,-5.5,-0.36221875,0.9803807218476756,80,0.1096098968940857,1.990450210230128,-0.5803917923161357,-0.1440457076838642
c,high,Observed scores +1 to +3 (n=80),5,-4.5,-0.30071875,1.1228917794596966,80,0.1255431175123791,1.990450210230128,-0.5506060746454609,-0.0508314253545392
c,high,Observed scores +1 to +3 (n=80),6,-3.5,-0.364375,1.036939073622488,80,0.1159333128572771,1.990450210230128,-0.5951344869494425,-0.1336155130505575
c,high,Observed scores +1 to +3 (n=80),7,-2.5,-0.35290625,0.9994259779510842,80,0.1117392212588915,1.990450210230128,-0.5753176064457114,-0.1304948935542885
c,high,Observed scores +1 to +3 (n=80),8,-1.5,-0.3750624999999999,1.0408751319673757,80,0.1163733775584058,1.990450210230128,-0.6066979138263189,-0.143427086173681
c,high,Observed scores +1 to +3 (n=80),9,-0.5,-0.28803125,1.135377989654028,80,0.126939118251173,1.990450210230128,-0.5406972446094744,-0.0353652553905256
c,high,Observed scores +1 to +3 (n=80),10,0.5,-0.46446875,1.0791133178719203,80,0.1206485367093476,1.990450210230128,-0.7046136552570783,-0.2243238447429216
c,high,Observed scores +1 to +3 (n=80),11,1.5,-0.3229687499999999,0.9252561306140716,80,0.1034467802325744,1.990450210230128,-0.5288744154615577,-0.1170630845384423
c,high,Observed scores +1 to +3 (n=80),12,2.5,-0.28784375,1.051733329998055,80,0.1175873610038934,1.990450210230128,-0.5218955374306058,-0.0537919625693942
c,high,Observed scores +1 to +3 (n=80),13,3.5,-0.32596875,1.1770920974898698,80,0.1316028972882579,1.990450210230128,-0.587917764574307,-0.0640197354256931
c,high,Observed scores +1 to +3 (n=80),14,4.5,-0.3023749999999999,1.1862005815292171,80,0.1326212567624555,1.990450210230128,-0.5663510084038135,-0.0383989915961864
c,high,Observed scores +1 to +3 (n=80),15,5.5,-0.2479375,1.109424512623036,80,0.124037431306484,1.990450210230128,-0.4948278312203963,-0.0010471687796036
c,high,Observed scores +1 to +3 (n=80),16,6.5,-0.34046875,1.082796871747777,80,0.1210603705526075,1.990450210230128,-0.5814333900169748,-0.0995041099830251
c,high,Observed scores +1 to +3 (n=80),17,7.5,-0.2716874999999999,1.169782096918974,80,0.1307856143786536,1.990450210230128,-0.5320097536350676,-0.0113652463649323
c,high,Observed scores +1 to +3 (n=80),18,8.5,-0.27275,1.17942370877057,80,0.1318635793542954,1.990450210230128,-0.5352178892474546,-0.0102821107525453
c,low,Observed scores -3 to -1 (n=58),1,-8.5,0.0171982758620689,1.098307517491996,58,0.1442148423048913,2.002465459291007,-0.2715869645705754,0.3059835162947133
c,low,Observed scores -3 to -1 (n=58),2,-7.5,0.1676293103448276,1.1864840457756765,58,0.1557929876957758,2.002465459291007,-0.1443407663157124,0.4795993870053676
c,low,Observed scores -3 to -1 (n=58),3,-6.5,-0.240948275862069,1.0927201118729866,58,0.1434811800041188,2.002465459291007,-0.5282643828786324,0.0463678311544944
c,low,Observed scores -3 to -1 (n=58),4,-5.5,-0.1603879310344827,0.8593603294408562,58,0.1128395394000348,2.002465459291007,-0.3863452111253592,0.0655693490563936
c,low,Observed scores -3 to -1 (n=58),5,-4.5,-0.2908189655172414,0.9385445511781948,58,0.123236937095138,2.002465459291007,-0.537596675359074,-0.0440412556754087
c,low,Observed scores -3 to -1 (n=58),6,-3.5,-0.3066379310344828,1.0403476088826873,58,0.1366043334565274,2.002465459291007,-0.5801833903706499,-0.0330924716983156
c,low,Observed scores -3 to -1 (n=58),7,-2.5,-0.4437931034482758,1.1474018363183365,58,0.150661242183656,2.002465459291007,-0.7454870369749242,-0.1420991699216274
c,low,Observed scores -3 to -1 (n=58),8,-1.5,-0.3690948275862069,0.9401496122860172,58,0.1234476919437281,2.002465459291007,-0.6162945667327191,-0.1218950884396946
c,low,Observed scores -3 to -1 (n=58),9,-0.5,-0.5105172413793103,1.090484436713823,58,0.1431876214739359,2.002465459291007,-0.7972455075789022,-0.2237889751797183
c,low,Observed scores -3 to -1 (n=58),10,0.5,-0.4173706896551724,0.9814523813436544,58,0.1288710112159153,2.002465459291007,-0.6754304383189469,-0.1593109409913979
c,low,Observed scores -3 to -1 (n=58),11,1.5,-0.6403448275862069,0.9028573608802132,58,0.118550979438324,2.002465459291007,-0.8777390690765692,-0.4029505860958447
c,low,Observed scores -3 to -1 (n=58),12,2.5,-0.5377586206896552,0.9670569035733836,58,0.1269807923805896,2.002465459291007,-0.7920332714251888,-0.2834839699541217
c,low,Observed scores -3 to -1 (n=58),13,3.5,-0.4419827586206897,0.8881994104253705,58,0.116626296251064,2.002465459291007,-0.6755228885084857,-0.2084426287328936
c,low,Observed scores -3 to -1 (n=58),14,4.5,-0.3459051724137931,1.1642410277406183,58,0.1528723363415579,2.002465459291007,-0.6520267456188802,-0.039783599208706
c,low,Observed scores -3 to -1 (n=58),15,5.5,-0.4911206896551724,1.055736540559812,58,0.1386249991805727,2.002465459291007,-0.7687124623085134,-0.2135289170018314
c,low,Observed scores -3 to -1 (n=58),16,6.5,-0.5560344827586207,1.0966058114963746,58,0.1439913973608302,2.002465459291007,-0.8443722824087295,-0.2676966831085118
c,low,Observed scores -3 to -1 (n=58),17,7.5,-0.385,0.8701663482830224,58,0.1142584391876146,2.002465459291007,-0.6137985779057004,-0.1562014220942996
c,low,Observed scores -3 to -1 (n=58),18,8.5,-0.666896551724138,0.9778939631400716,58,0.1284037680149798,2.002465459291007,-0.9240206620169504,-0.4097724414313256
