panel,experiment,mode,broad_category,predictor_value,empirical_slope,n_trials,x_plot
a,5,online,Geometry,-0.530066170388751,-0.0375386996904024,72,-0.530066170388751
a,5,online,Geometry,0.2391645988420182,-0.0321439628482971,72,0.2391645988420182
a,5,online,Geometry,0.0853184449958642,-0.0031398348813209,72,0.0853184449958642
a,5,online,Geometry,0.5468569065343257,0.0118988648090815,72,0.5468569065343257
a,5,online,Geometry,-1.0685277088502896,0.0125902992776057,72,-1.0685277088502896
a,5,online,Geometry,-1.8377584780810587,0.0107688338493292,72,-1.8377584780810587
a,5,online,Geometry,0.4699338296112491,0.0203328173374612,72,0.4699338296112491
a,5,online,Geometry,-0.1454507857733664,-0.0053457172342621,72,-0.1454507857733664
a,5,online,Geometry,0.1622415219189409,0.0566795665634674,72,0.1622415219189409
a,5,online,Geometry,1.2391645988420183,-0.0623348813209494,72,1.2391645988420183
a,5,online,Geometry,0.2391645988420182,0.0885371517027863,72,0.2391645988420182
a,5,online,Geometry,0.0083953680727874,0.0126702786377708,72,0.0083953680727874
a,5,online,Geometry,-0.606989247311828,-0.0437383900928792,72,-0.606989247311828
a,5,online,Geometry,0.7007030603804797,0.0066150670794633,72,0.7007030603804797
a,5,online,Geometry,0.393010752688172,-0.0040299277605779,72,0.393010752688172
a,5,online,Geometry,1.393010752688172,0.013516511867905,72,1.393010752688172
a,5,online,Geometry,-0.8377584780810587,0.0244917440660474,72,-0.8377584780810587
a,5,online,Geometry,0.6237799834574028,0.0055108359133126,72,0.6237799834574028
a,5,online,Geometry,0.1622415219189409,-0.0732223942208461,72,0.1622415219189409
a,5,online,Geometry,0.3160876757650951,0.0083023735810113,72,0.3160876757650951
a,5,online,Geometry,0.6237799834574028,-0.0339654282765737,72,0.6237799834574028
a,5,online,Geometry,0.0083953680727874,0.0143653250773993,72,0.0083953680727874
a,5,online,Geometry,0.393010752688172,-0.0205443756449948,72,0.393010752688172
a,5,online,Geometry,-0.2992969396195203,-0.0110835913312693,72,-0.2992969396195203
a,5,online,Geometry,-0.3762200165425972,0.0093859649122807,72,-0.3762200165425972
a,5,online,Geometry,-0.2992969396195203,0.0564731682146542,72,-0.2992969396195203
a,5,online,Geometry,-0.2223738626964433,-0.0338957688338492,72,-0.2223738626964433
a,5,online,Geometry,0.3160876757650951,-0.0152992776057791,72,0.3160876757650951
a,5,online,Geometry,0.1622415219189409,-0.016937564499484,72,0.1622415219189409
a,5,online,Geometry,0.7007030603804797,-0.0045201238390092,72,0.7007030603804797
a,5,online,Geometry,0.2391645988420182,0.010126418988648,72,0.2391645988420182
a,5,online,Geometry,-1.222373862696443,0.1300851393188854,72,-1.222373862696443
a,5,online,Geometry,-0.3762200165425972,0.0050696594427244,72,-0.3762200165425972
a,5,online,Geometry,-0.6839123242349049,0.0162461300309597,72,-0.6839123242349049
a,5,online,Geometry,0.1622415219189409,-0.0123374613003095,72,0.1622415219189409
a,5,online,Geometry,-0.2992969396195203,0.0244195046439628,72,-0.2992969396195203
a,5,online,Geometry,-0.530066170388751,0.0197239422084623,72,-0.530066170388751
a,5,online,Geometry,0.8545492142266339,-0.0375748194014447,72,0.8545492142266339
a,5,online,Geometry,0.393010752688172,-0.0165273477812177,72,0.393010752688172
a,5,online,Geometry,-0.1454507857733664,0.0222626418988648,72,-0.1454507857733664
a,5,online,Geometry,0.393010752688172,0.0564370485036119,72,0.393010752688172
a,5,online,Geometry,0.0853184449958642,0.0239809081527347,72,0.0853184449958642
a,5,online,Geometry,0.4699338296112491,-0.0215350877192982,72,0.4699338296112491
a,5,online,Geometry,0.0853184449958642,0.0119762641898864,72,0.0853184449958642
a,5,online,Geometry,0.1622415219189409,0.0100412796697626,72,0.1622415219189409
a,5,online,Geometry,-0.3762200165425972,-0.0241692466460268,72,-0.3762200165425972
a,5,online,Geometry,-0.1454507857733664,0.0750851393188854,72,-0.1454507857733664
a,5,online,Geometry,-0.2992969396195203,0.0202812177502579,72,-0.2992969396195203
a,5,online,Geometry,-0.2223738626964433,-0.0003895768833849,72,-0.2223738626964433
a,5,online,Geometry,-0.1454507857733664,0.0311867905056759,72,-0.1454507857733664
a,5,online,Geometry,0.5468569065343257,0.0327321981424148,72,0.5468569065343257
a,5,online,Geometry,-0.0685277088502893,-0.0679876160990711,72,-0.0685277088502893
a,5,online,Geometry,0.6237799834574028,-0.0843988648090814,72,0.6237799834574028
a,5,online,Geometry,-0.2992969396195203,0.028157894736842,72,-0.2992969396195203
a,5,online,Geometry,0.6237799834574028,-0.0272239422084623,72,0.6237799834574028
a,5,online,Geometry,-0.7608354011579819,0.0033307533539731,72,-0.7608354011579819
a,5,online,Geometry,-0.606989247311828,-0.004984520123839,72,-0.606989247311828
a,5,online,Geometry,-1.0685277088502896,0.0220923632610938,72,-1.0685277088502896
a,5,online,Geometry,0.6237799834574028,0.0114551083591331,72,0.6237799834574028
a,5,online,Geometry,0.5468569065343257,0.0538570691434468,72,0.5468569065343257
a,5,online,Geometry,0.2391645988420182,-0.012141382868937,72,0.2391645988420182
a,5,online,Geometry,-0.2223738626964433,0.0203715170278637,72,-0.2223738626964433
a,5,online,Geometry,0.7776261373035566,-0.0521620227038183,72,0.7776261373035566
a,5,online,Geometry,-0.2223738626964433,6.449948400413178e-05,72,-0.2223738626964433
a,5,online,Geometry,-0.4531430934656741,0.0992492260061919,72,-0.4531430934656741
a,5,online,Geometry,1.393010752688172,0.0550902992776057,72,1.393010752688172
b,3,lab,Scenery,0.0,-0.0805727554179566,72,0.007679516613198
b,3,lab,Scenery,-1.0,0.0067595459236325,72,-1.0288971827167133
b,3,lab,Scenery,-1.0,-0.0874871001031991,72,-0.9821031695468552
b,3,lab,Scenery,2.0,0.0604489164086687,72,1.928975348245762
b,3,lab,Scenery,-2.0,0.0085655314757481,72,-2.036813724694258
b,3,lab,Scenery,1.0,-0.0448658410732714,72,0.954623475316284
b,3,lab,Scenery,-1.0,0.1563467492260061,72,-0.9535567130531194
b,3,lab,Scenery,2.0,-0.0480392156862744,72,1.9771515586634736
b,3,lab,Scenery,2.0,-0.002063983488132,72,1.9620778845476008
b,3,lab,Scenery,2.0,-0.0339267285861713,72,1.966176996419072
b,3,lab,Scenery,2.0,-0.067672858617131,72,1.949677626822865
b,3,lab,Scenery,2.0,0.0108101135190918,72,2.014810141940976
b,3,lab,Scenery,-1.0,-0.0406862745098038,72,-0.9890215044178376
b,3,lab,Scenery,2.0,0.0340557275541795,72,2.0371472877780503
b,3,lab,Scenery,0.0,0.0103457172342621,72,0.0178531751426322
b,3,lab,Scenery,2.0,0.0189112487100103,72,1.975770404177986
b,3,lab,Scenery,1.0,0.0061661506707946,72,1.0369851455882682
b,3,lab,Scenery,2.0,0.0164602683178534,72,2.020387364465361
b,3,lab,Scenery,1.0,-0.0638544891640866,72,1.0403790870042875
b,3,lab,Scenery,1.0,-0.0265737874097007,72,0.98594101706505
b,3,lab,Scenery,3.0,0.0490454076367388,72,3.0298671231821177
b,3,lab,Scenery,1.0,-0.0164344685242518,72,1.0740685588251644
b,5,online,Scenery,1.0,-0.0011300309597523,72,0.9678651524483232
b,5,online,Scenery,1.0,-0.0149974200206398,72,0.9524515020434994
b,5,online,Scenery,1.0,-0.058531991744066,72,0.9924049583837692
b,5,online,Scenery,-1.0,-0.0342595459236325,72,-1.0484210015040134
b,5,online,Scenery,1.0,-0.0192105263157894,72,1.016834543443066
b,5,online,Scenery,1.0,-0.0538828689370484,72,1.0717831664148427
b,5,online,Scenery,3.0,-0.0231372549019607,72,3.0700710975295906
b,5,online,Scenery,-2.0,-0.0492131062951496,72,-1.979653602169538
b,5,online,Scenery,2.0,-0.0194195046439628,72,2.0127246147824285
b,5,online,Scenery,2.0,-0.0294685242518059,72,2.0070108839130154
b,5,online,Scenery,2.0,-0.0747729618163054,72,1.9954431672488104
b,5,online,Scenery,-1.0,-0.0542053663570691,72,-0.9602603906204308
b,5,online,Scenery,3.0,0.0323813209494323,72,3.065182189733606
b,5,online,Scenery,2.0,0.0021775025799793,72,2.029768945102765
b,5,online,Scenery,1.0,-0.1109674922600618,72,1.0178042482358447
b,5,online,Scenery,3.0,-0.0096284829721361,72,3.056807981571571
b,5,online,Scenery,0.0,0.0323090815273477,72,0.01985983119453
b,5,online,Scenery,-1.0,-0.0135861713106295,72,-0.9647819199030973
b,5,online,Scenery,2.0,0.077985036119711,72,1.9465975157719149
b,5,online,Scenery,0.0,0.0393059855521155,72,0.0512687693737049
b,5,online,Scenery,0.0,-0.079641382868937,72,0.0417769455645445
b,5,online,Scenery,-1.0,-0.001829205366357,72,-1.0008221899182397
b,5,online,Scenery,2.0,-0.0248219814241485,72,2.061863027353798
b,5,online,Scenery,-2.0,-0.0706475748194014,72,-2.0153440277901207
b,5,online,Scenery,2.0,-0.0612770897832817,72,2.0157778124583685
b,5,online,Scenery,-1.0,-0.0094324045407636,72,-1.0720035721724614
b,5,online,Scenery,2.0,0.0211996904024767,72,1.9361990598784464
b,5,online,Scenery,0.0,-0.0450128998968008,72,0.0738698751862342
b,5,online,Scenery,-2.0,-0.0879256965944272,72,-2.017794111317496
b,5,online,Scenery,0.0,-0.0554592363261093,72,-0.0186394433996076
b,5,online,Scenery,1.0,-0.0429953560371516,72,1.0237166444585208
b,5,online,Scenery,-1.0,-0.0726780185758513,72,-1.0139058639251484
b,5,online,Scenery,2.0,0.030095459236326,72,1.9489106336189117
b,5,online,Scenery,1.0,0.0319530443756449,72,1.055503772215534
b,5,online,Scenery,1.0,-0.0002812177502579,72,1.0070140264090128
b,5,online,Scenery,2.0,0.0258384932920536,72,1.9375595883625991
b,5,online,Scenery,-1.0,-0.008875128998968,72,-0.9583758970773444
b,5,online,Scenery,2.0,-0.028219814241486,72,1.9316903243714936
b,5,online,Scenery,1.0,-0.0393988648090815,72,0.9713314747175162
b,5,online,Scenery,2.0,-0.0044788441692466,72,1.9428168455822108
b,5,online,Scenery,2.0,-0.0155675954592363,72,2.0309150800284037
b,5,online,Scenery,-1.0,0.0389654282765737,72,-0.9401201155068136
b,5,online,Scenery,2.0,-0.0152270381836945,72,1.988997548931266
b,5,online,Scenery,2.0,-0.0376676986584107,72,2.058569707480136
b,5,online,Scenery,-1.0,-0.0344736842105262,72,-1.0572241452866238
b,5,online,Scenery,2.0,-0.0274458204334365,72,2.046122859636829
b,5,online,Scenery,1.0,0.0579153766769865,72,1.0735985398236385
b,5,online,Scenery,2.0,0.0165660474716202,72,1.9742297646650289
b,5,online,Scenery,-1.0,-0.0575644994840041,72,-1.016335113754106
b,5,online,Scenery,2.0,0.0149019607843137,72,2.034250089377697
b,5,online,Scenery,-1.0,0.0291640866873064,72,-1.0188806818722078
b,5,online,Scenery,-1.0,-0.1122342621259029,72,-1.0206063604815965
b,5,online,Scenery,2.0,-0.1583488132094942,72,2.001024171302348
b,5,online,Scenery,2.0,-0.0068266253869969,72,1.943402422307132
b,5,online,Scenery,2.0,-0.0212848297213622,72,2.0018782029806217
b,5,online,Scenery,-1.0,-0.0099613003095975,72,-1.0729015445861578
b,5,online,Scenery,3.0,-0.012923116615067,72,3.048425940626871
b,5,online,Scenery,2.0,-0.0263931888544891,72,2.0260156324534755
b,5,online,Scenery,2.0,-0.0284081527347781,72,2.016627561408326
b,5,online,Scenery,1.0,-0.0540970072239421,72,0.9300265500472544
b,5,online,Scenery,-1.0,-0.0530753353973168,72,-1.0339485378296351
b,5,online,Scenery,1.0,-0.0063183694530443,72,0.9738928555576396
b,5,online,Scenery,2.0,-0.0268111455108359,72,1.9264029906624645
b,5,online,Scenery,2.0,-0.0209365325077399,72,2.0650563538213325
b,5,online,Scenery,1.0,-0.0046517027863776,72,0.9871023061250748
b,5,online,Scenery,2.0,-0.0439318885448916,72,1.9341950472347176
b,5,online,Scenery,0.0,-0.0331707946336428,72,-0.0302923054524926
b,5,online,Scenery,2.0,0.0305572755417956,72,1.9668748961669829
b,5,online,Scenery,2.0,0.0619633642930856,72,2.026180790564311
b,5,online,Scenery,3.0,-0.0688519091847264,72,2.9553855870070858
b,5,online,Scenery,1.0,-0.0450025799793601,72,0.9890366196017392
b,5,online,Scenery,2.0,-0.013173374613003,72,1.9298662259693904
b,5,online,Scenery,3.0,-0.0124613003095975,72,2.9854471237241613
b,5,online,Scenery,1.0,0.0144478844169246,72,1.0067082453287437
b,5,online,Scenery,2.0,-0.0502683178534571,72,1.9310183650922803
b,5,online,Scenery,-3.0,-0.1207997936016511,72,-3.045463376563323
b,5,online,Scenery,1.0,-0.1047858617131062,72,0.9900194412222724
b,5,online,Scenery,1.0,0.0214344685242518,72,1.0625420759647142
b,5,online,Scenery,3.0,-0.0008875128998967,72,3.0550869319326224
b,5,online,Scenery,1.0,0.037141382868937,72,0.9839433574094192
b,5,online,Scenery,2.0,0.1136506707946335,72,2.037587773968736
b,5,online,Scenery,2.0,0.0531062951496387,72,2.017278070442048
b,5,online,Scenery,-1.0,-0.0722342621259029,72,-0.9601281132288668
b,5,online,Scenery,2.0,-0.0435681114551083,72,2.0178065906411367
b,5,online,Scenery,0.0,-0.0231475748194014,72,0.054998388557525
b,5,online,Scenery,3.0,0.0148323013415892,72,2.98521275966696
b,5,online,Scenery,3.0,0.0907765737874096,72,3.0697131672108116
b,5,online,Scenery,2.0,0.0073993808049535,72,2.017102550703954
b,5,online,Scenery,0.0,-0.0122549019607843,72,0.0417546055407275
b,5,online,Scenery,2.0,0.0405108359133126,72,2.047869486508513
b,5,online,Scenery,-2.0,-0.0049561403508771,72,-2.008975246415767
b,5,online,Scenery,1.0,-0.0104953560371516,72,0.9636265116927156
b,5,online,Scenery,2.0,0.0350490196078431,72,2.046384658591374
b,5,online,Scenery,1.0,-0.0449613003095975,72,0.9873388027345776
b,5,online,Scenery,0.0,-0.0821155830753353,72,0.020775635049956
b,5,online,Scenery,1.0,-0.0089473684210526,72,1.0501483952267583
b,5,online,Scenery,2.0,-0.1152141382868937,72,1.9646418427083423
b,5,online,Scenery,3.0,0.0470201238390092,72,2.982093411566309
b,5,online,Scenery,1.0,-0.047954076367389,72,1.0580448041738977
b,5,online,Scenery,2.0,-0.0106553147574819,72,1.949100650894432
b,5,online,Scenery,1.0,-0.0086042311661506,72,0.9269689921854192
b,5,online,Scenery,1.0,0.010954592363261,72,0.975597300894263
b,5,online,Scenery,1.0,0.0168833849329205,72,1.0206681653412848
b,5,online,Scenery,-1.0,-0.0664396284829721,72,-1.0189479096686394
b,5,online,Scenery,2.0,-0.0525619195046439,72,2.032632575801685
b,5,online,Scenery,2.0,0.0448323013415892,72,1.9358319103720651
b,5,online,Scenery,-1.0,-0.0010294117647059,72,-0.9771110964772398
b,5,online,Scenery,2.0,-0.0088957688338493,72,2.002793606224056
b,5,online,Scenery,2.0,-0.0645123839009287,72,2.0099077912029566
b,5,online,Scenery,3.0,-0.0042801857585139,72,2.942476034165039
b,5,online,Scenery,-1.0,-0.0266847265221877,72,-0.9542974265133564
b,5,online,Scenery,1.0,-0.0688570691434468,72,0.9438437387935924
b,5,online,Scenery,0.0,-0.0195252837977296,72,0.0436182866930465
b,5,online,Scenery,1.0,0.0108359133126934,72,1.0138099796714173
b,5,online,Scenery,-1.0,-0.0174200206398348,72,-1.0708852834371192
b,5,online,Scenery,-1.0,-0.0617260061919504,72,-1.0331616863251942
b,5,online,Scenery,2.0,-0.068111455108359,72,1.927462057245494
b,5,online,Scenery,2.0,0.0061919504643963,72,2.0492433742821117
b,5,online,Scenery,2.0,-0.0093214654282765,72,2.0216494531029108
b,5,online,Scenery,1.0,0.0344917440660474,72,0.9786845135474108
b,5,online,Scenery,0.0,0.028578431372549,72,0.0224160350754474
b,5,online,Scenery,-1.0,0.0075103199174406,72,-1.000772710070637
b,5,online,Scenery,1.0,-0.0267801857585139,72,0.9775791321936868
b,5,online,Scenery,3.0,-0.0453095975232197,72,2.937739780715559
b,5,online,Scenery,3.0,-0.0480237358101134,72,2.981760829509478
b,5,online,Scenery,-2.0,-0.02468782249742,72,-1.9687763218176375
b,5,online,Scenery,-1.0,-0.0575515995872032,72,-0.9444617686009044
b,5,online,Scenery,0.0,-0.0283694530443756,72,-0.0247182289677789
b,5,online,Scenery,-1.0,-0.1285190918472652,72,-1.0271404184089488
b,5,online,Scenery,2.0,0.028986068111455,72,2.070465494778964
b,5,online,Scenery,-1.0,-0.0340583075335397,72,-0.9645801637349486
c,3,lab,Scenery,1.0,-0.0805727554179566,72,1.007679516613198
c,3,lab,Scenery,-2.0,0.0067595459236325,72,-2.028897182716713
c,3,lab,Scenery,-1.0,-0.0874871001031991,72,-0.9821031695468552
c,3,lab,Scenery,-1.0,0.0604489164086687,72,-1.071024651754238
c,3,lab,Scenery,1.0,0.0085655314757481,72,0.963186275305742
c,3,lab,Scenery,2.0,-0.0448658410732714,72,1.954623475316284
c,3,lab,Scenery,-1.0,0.1563467492260061,72,-0.9535567130531194
c,3,lab,Scenery,1.0,-0.0480392156862744,72,0.9771515586634733
c,3,lab,Scenery,-1.0,-0.002063983488132,72,-1.0379221154523994
c,3,lab,Scenery,1.0,-0.0339267285861713,72,0.9661769964190718
c,3,lab,Scenery,-1.0,-0.067672858617131,72,-1.050322373177135
c,3,lab,Scenery,1.0,0.0108101135190918,72,1.014810141940976
c,3,lab,Scenery,-1.0,-0.0406862745098038,72,-0.9890215044178376
c,3,lab,Scenery,1.0,0.0340557275541795,72,1.03714728777805
c,3,lab,Scenery,1.0,0.0103457172342621,72,1.0178531751426323
c,3,lab,Scenery,0.0,0.0189112487100103,72,-0.0242295958220139
c,3,lab,Scenery,2.0,0.0061661506707946,72,2.036985145588268
c,3,lab,Scenery,2.0,0.0164602683178534,72,2.020387364465361
c,3,lab,Scenery,3.0,-0.0638544891640866,72,3.0403790870042875
c,3,lab,Scenery,-2.0,-0.0265737874097007,72,-2.0140589829349502
c,3,lab,Scenery,2.0,0.0490454076367388,72,2.0298671231821177
c,3,lab,Scenery,0.0,-0.0164344685242518,72,0.0740685588251643
c,5,online,Scenery,3.0,-0.0011300309597523,72,2.9678651524483235
c,5,online,Scenery,2.0,-0.0149974200206398,72,1.9524515020434992
c,5,online,Scenery,2.0,-0.058531991744066,72,1.992404958383769
c,5,online,Scenery,-1.0,-0.0342595459236325,72,-1.0484210015040134
c,5,online,Scenery,-1.0,-0.0192105263157894,72,-0.983165456556934
c,5,online,Scenery,2.0,-0.0538828689370484,72,2.0717831664148427
c,5,online,Scenery,2.0,-0.0231372549019607,72,2.0700710975295906
c,5,online,Scenery,-2.0,-0.0492131062951496,72,-1.979653602169538
c,5,online,Scenery,0.0,-0.0194195046439628,72,0.0127246147824286
c,5,online,Scenery,-2.0,-0.0294685242518059,72,-1.9929891160869848
c,5,online,Scenery,2.0,-0.0747729618163054,72,1.9954431672488104
c,5,online,Scenery,1.0,-0.0542053663570691,72,1.0397396093795692
c,5,online,Scenery,2.0,0.0323813209494323,72,2.065182189733606
c,5,online,Scenery,1.0,0.0021775025799793,72,1.029768945102765
c,5,online,Scenery,-2.0,-0.1109674922600618,72,-1.9821957517641553
c,5,online,Scenery,2.0,-0.0096284829721361,72,2.056807981571571
c,5,online,Scenery,0.0,0.0323090815273477,72,0.01985983119453
c,5,online,Scenery,-1.0,-0.0135861713106295,72,-0.9647819199030973
c,5,online,Scenery,2.0,0.077985036119711,72,1.9465975157719149
c,5,online,Scenery,0.0,0.0393059855521155,72,0.0512687693737049
c,5,online,Scenery,-2.0,-0.079641382868937,72,-1.9582230544354555
c,5,online,Scenery,1.0,-0.001829205366357,72,0.9991778100817604
c,5,online,Scenery,0.0,-0.0248219814241485,72,0.0618630273537982
c,5,online,Scenery,-1.0,-0.0706475748194014,72,-1.015344027790121
c,5,online,Scenery,-1.0,-0.0612770897832817,72,-0.9842221875416316
c,5,online,Scenery,-2.0,-0.0094324045407636,72,-2.0720035721724614
c,5,online,Scenery,0.0,0.0211996904024767,72,-0.0638009401215536
c,5,online,Scenery,2.0,-0.0450128998968008,72,2.0738698751862343
c,5,online,Scenery,-2.0,-0.0879256965944272,72,-2.017794111317496
c,5,online,Scenery,-2.0,-0.0554592363261093,72,-2.0186394433996075
c,5,online,Scenery,0.0,-0.0429953560371516,72,0.0237166444585207
c,5,online,Scenery,0.0,-0.0726780185758513,72,-0.0139058639251483
c,5,online,Scenery,2.0,0.030095459236326,72,1.9489106336189117
c,5,online,Scenery,1.0,0.0319530443756449,72,1.055503772215534
c,5,online,Scenery,1.0,-0.0002812177502579,72,1.0070140264090128
c,5,online,Scenery,2.0,0.0258384932920536,72,1.9375595883625991
c,5,online,Scenery,-1.0,-0.008875128998968,72,-0.9583758970773444
